City,State,Country,Latitude,Longitude,AQI (US),Main (US),AQI (CN),Main (CN),Timestamp,Temperature,Pressure,Humidity,Wind Speed,Wind Direction,Weather Icon,,
Yangon,Yangon,Myanmar,16.80528,96.15611,165,p2,110,p2,07:18.1,25,1014,78,1.54,310,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,162,p2,101,p2,07:18.4,24,1015,83,1.54,350,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,158,p2,94,p2,07:18.6,23,1015,88,1.03,310,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,164,p2,107,p2,07:18.9,23,1016,83,1.03,20,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,171,p2,123,p2,07:19.2,22,1015,88,1.03,30,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,173,p2,128,p2,07:19.5,22,1015,88,1.54,40,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,171,p2,124,p2,07:19.7,22,1015,88,1.03,50,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,167,p2,115,p2,07:19.9,21,1015,88,1.03,30,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,166,p2,111,p2,07:20.2,20,1014,94,1.54,40,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,168,p2,118,p2,07:22.7,20,1014,94,1.54,40,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,184,p2,157,p2,07:23.0,20,1015,94,2.06,10,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,180,p2,146,p2,07:23.3,19,1015,94,1.54,20,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,183,p2,154,p2,07:23.5,19,1016,94,2.06,40,50d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,177,p2,139,p2,07:23.8,20,1017,94,2.57,330,50d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,176,p2,137,p2,07:24.1,22,1018,88,2.57,360,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,153,p2,81,p2,07:24.3,24,1018,73,2.57,20,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,134,p2,67,p2,07:24.6,26,1017,74,2.57,120,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,100,p2,51,p2,07:24.9,27,1016,69,4.12,330,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,96,p2,48,p2,07:25.1,28,1015,65,3.09,40,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,89,p2,43,p2,07:25.4,28,1013,65,1.03,10,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,85,p2,41,p2,07:25.7,29,1013,62,1.03,20,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,86,p2,41,p2,07:26.0,30,1013,62,1.54,360,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,90,p2,44,p2,07:28.1,29,1014,62,0,0,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,91,p2,45,p2,07:29.3,28,1014,70,0,0,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,109,p2,55,p2,07:29.7,27,1014,69,0,0,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,121,p2,61,p2,07:30.1,26,1015,69,0,0,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,138,p2,69,p2,07:30.4,25,1016,78,0,0,03n,,
