City,State,Country,Latitude,Longitude,AQI (US),Main (US),AQI (CN),Main (CN),Timestamp,Temperature,Pressure,Humidity,Wind Speed,Wind Direction,Weather Icon,,
Yangon,Yangon,Myanmar,16.80528,96.15611,148,p2,75,p2,05:28.4,22,1012,73,0.51,350,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,155,p2,86,p2,05:28.7,22,1012,73,1.54,340,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,160,p2,96,p2,05:29.0,21,1012,78,1.03,320,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,170,p2,121,p2,05:31.7,20,1011,94,0,0,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,175,p2,135,p2,05:32.1,20,1012,94,1.03,320,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,169,p2,119,p2,05:32.4,20,1012,94,1.03,330,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,161,p2,100,p2,05:32.8,20,1013,94,2.06,340,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,148,p2,74,p2,05:33.1,21,1014,83,2.06,320,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,104,p2,52,p2,05:33.4,23,1014,64,4.12,40,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,104,p2,52,p2,05:33.8,24,1015,73,2.57,70,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,104,p2,52,p2,05:34.2,27,1014,69,3.09,30,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,91,p2,44,p2,05:34.6,29,1013,48,3.09,30,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,87,p2,42,p2,05:34.9,30,1012,58,2.57,40,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,86,p2,41,p2,05:35.3,30,1011,58,2.57,40,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,88,p2,43,p2,05:35.6,32,1010,49,3.09,310,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,82,p2,39,p2,05:36.0,32,1010,49,2.57,340,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,107,p2,54,p2,05:36.3,31,1010,55,2.06,340,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,104,p2,52,p2,05:36.6,29,1010,58,2.57,290,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,138,p2,69,p2,05:37.0,28,1011,65,1.54,270,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,147,p2,74,p2,05:37.3,27,1012,74,1.03,270,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,149,p2,75,p2,05:37.7,26,1012,83,3.6,50,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,154,p2,84,p2,05:37.9,26,1012,83,3.6,50,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,152,p2,79,p2,05:38.3,25,1012,94,3.6,40,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,145,p2,73,p2,05:38.8,25,1012,94,0,0,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,127,p2,64,p2,05:39.0,24,1012,88,0,0,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,131,p2,66,p2,05:39.3,24,1012,88,1.03,10,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,143,p2,72,p2,05:39.6,24,1012,88,1.03,10,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,130,p2,65,p2,05:42.2,21,1011,94,1.54,320,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,123,p2,62,p2,05:42.6,21,1011,94,1.03,330,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,139,p2,70,p2,05:42.9,21,1012,94,1.03,330,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,136,p2,68,p2,05:43.2,21,1012,94,1.03,300,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,156,p2,88,p2,05:43.6,23,1013,83,2.06,320,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,157,p2,90,p2,05:43.9,24,1014,73,2.06,10,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,142,p2,72,p2,05:44.3,27,1014,61,0,0,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,118,p2,59,p2,05:44.6,29,1013,58,1.03,20,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,102,p2,51,p2,05:45.0,30,1012,58,1.03,40,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,102,p2,51,p2,05:45.3,30,1011,58,2.57,30,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,95,p2,47,p2,05:45.6,31,1010,55,0,0,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,95,p2,47,p2,05:46.0,31,1010,62,2.06,250,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,93,p2,46,p2,05:47.1,31,1009,62,1.54,220,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,93,p2,46,p2,05:48.3,31,1010,62,2.06,280,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,138,p2,69,p2,05:48.7,29,1010,62,2.06,230,50n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,138,p2,69,p2,05:49.1,28,1011,65,2.06,180,04n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,143,p2,72,p2,05:53.0,26,1012,69,2.06,240,04n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,162,p2,103,p2,05:53.3,25,1012,78,1.54,130,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,154,p2,84,p2,05:53.7,25,1012,78,1.54,160,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,109,p2,55,p2,05:54.0,24,1012,83,1.54,150,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,111,p2,56,p2,05:54.4,24,1012,83,1.54,240,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,104,p2,52,p2,05:54.7,23,1012,94,1.54,210,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,96,p2,48,p2,05:55.1,23,1012,94,1.54,270,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,103,p2,52,p2,05:55.5,22,1012,94,1.03,230,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,103,p2,52,p2,05:58.1,22,1012,94,1.54,250,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,108,p2,54,p2,05:58.5,21,1011,94,1.54,220,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,125,p2,63,p2,05:58.8,20,1012,94,2.06,210,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,139,p2,70,p2,05:59.1,20,1012,94,2.06,140,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,156,p2,89,p2,05:59.6,21,1013,88,2.06,160,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,121,p2,61,p2,05:59.9,23,1014,83,2.57,150,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,108,p2,54,p2,06:00.2,26,1014,78,2.57,150,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,91,p2,45,p2,06:00.5,28,1013,61,4.12,360,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,91,p2,45,p2,06:00.9,30,1011,58,3.09,340,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,86,p2,41,p2,06:01.2,30,1010,58,1.54,260,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,96,p2,48,p2,06:01.6,30,1010,58,1.03,320,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,97,p2,49,p2,06:01.9,31,1009,55,3.6,350,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,98,p2,49,p2,06:02.2,30,1010,58,1.03,30,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,91,p2,45,p2,06:02.6,30,1010,58,4.12,350,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,99,p2,50,p2,06:03.0,28,1011,58,4.12,290,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,133,p2,67,p2,06:03.3,27,1011,61,3.6,260,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,147,p2,74,p2,06:03.9,26,1012,78,3.6,290,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,128,p2,64,p2,06:04.2,25,1012,78,3.6,270,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,128,p2,64,p2,06:04.6,24,1012,73,3.6,280,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,123,p2,62,p2,06:04.9,24,1013,83,4.12,280,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,108,p2,54,p2,06:05.2,23,1012,83,3.09,270,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,111,p2,56,p2,06:05.5,23,1012,83,1.54,290,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,112,p2,56,p2,06:05.9,22,1012,83,2.57,290,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,111,p2,56,p2,06:06.2,21,1011,78,2.57,280,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,126,p2,64,p2,06:08.9,21,1011,88,1.54,240,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,140,p2,70,p2,06:09.3,21,1011,88,2.57,250,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,132,p2,66,p2,06:10.0,21,1012,88,1.03,230,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,153,p2,79,p2,06:14.7,21,1013,88,2.57,280,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,144,p2,73,p2,06:15.2,22,1014,83,1.03,30,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,135,p2,68,p2,06:15.6,24,1014,69,2.06,20,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,102,p2,51,p2,06:16.0,27,1014,54,2.57,350,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,79,p2,37,p2,06:16.4,28,1014,51,2.57,330,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,85,p2,41,p2,06:16.7,31,1012,34,2.27,308,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,63,p2,26,p2,06:17.1,30,1011,48,4.12,280,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,58,p2,22,p2,06:17.5,31,1010,48,3.09,350,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,56,p2,20,p2,06:17.8,32,1010,43,4.12,290,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,58,p2,22,p2,06:18.4,32,1010,43,3.09,330,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,73,p2,32,p2,06:18.7,31,1010,48,3.09,340,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,85,p2,41,p2,06:19.0,29,1010,48,3.6,50,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,119,p2,60,p2,06:19.3,28,1011,58,2.06,40,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,148,p2,75,p2,06:19.7,27,1011,69,1.54,50,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,149,p2,75,p2,06:20.1,26,1012,61,2.06,290,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,146,p2,74,p2,06:20.5,25,1012,61,1.03,340,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,132,p2,67,p2,06:20.8,24,1012,65,2.57,340,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,125,p2,63,p2,06:21.1,23,1012,64,3.09,270,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,121,p2,61,p2,06:21.5,23,1012,64,3.09,250,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,119,p2,60,p2,06:22.0,22,1011,73,3.6,270,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,121,p2,61,p2,06:22.3,22,1011,73,4.63,250,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,130,p2,66,p2,06:24.9,21,1011,78,2.57,250,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,140,p2,70,p2,06:25.2,21,1011,78,2.57,270,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,153,p2,80,p2,06:25.6,20,1012,83,1.03,250,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,157,p2,91,p2,06:26.0,19,1013,94,1.03,220,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,158,p2,93,p2,06:26.3,20,1014,83,3.6,270,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,154,p2,83,p2,06:26.7,23,1014,73,3.09,290,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,141,p2,71,p2,06:27.1,26,1014,69,3.09,310,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,115,p2,58,p2,06:27.4,28,1014,65,2.57,360,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,94,p2,47,p2,06:27.7,30,1013,48,3.09,320,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,79,p2,37,p2,06:28.0,31,1012,48,2.06,310,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,81,p2,38,p2,06:28.4,31,1011,48,1.54,310,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,76,p2,34,p2,06:28.8,31,1010,48,4.12,250,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,88,p2,42,p2,06:29.1,31,1010,48,5.14,270,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,98,p2,49,p2,06:29.4,30,1010,51,4.12,300,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,116,p2,58,p2,06:29.8,27,1010,54,2.06,300,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,145,p2,73,p2,06:30.1,26,1011,61,3.09,300,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,155,p2,85,p2,06:30.4,25,1011,69,3.09,330,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,153,p2,81,p2,06:30.7,24,1012,61,3.09,290,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,154,p2,83,p2,06:31.0,23,1012,73,3.6,290,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,155,p2,86,p2,06:31.3,23,1012,73,3.6,300,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,157,p2,91,p2,06:31.6,22,1012,73,2.06,230,04n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,156,p2,89,p2,06:32.0,22,1011,73,2.06,220,04n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,159,p2,96,p2,06:32.3,22,1011,73,1.03,210,04n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,163,p2,105,p2,06:34.9,18,1011,62,1.75,312,04n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,164,p2,107,p2,06:35.2,20,1011,83,1.03,230,04n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,170,p2,123,p2,06:35.5,19,1012,83,1.54,280,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,187,p2,164,p2,06:35.8,19,1012,100,0,0,50d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,179,p2,142,p2,06:36.1,22,1014,39,2.64,2,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,165,p2,109,p2,06:36.4,22,1014,73,3.09,20,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,152,p2,79,p2,06:36.6,24,1014,61,3.6,10,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,137,p2,69,p2,06:36.9,25,1014,61,3.6,340,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,102,p2,51,p2,06:37.2,29,1013,48,4.12,310,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,88,p2,42,p2,06:37.5,29,1011,48,4.12,330,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,84,p2,40,p2,06:37.8,31,1011,43,2.57,240,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,93,p2,46,p2,06:38.1,31,1010,43,1.03,340,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,115,p2,58,p2,06:38.4,31,1010,43,3.6,330,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,127,p2,64,p2,06:38.7,30,1011,55,3.09,320,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,143,p2,72,p2,06:39.0,28,1011,61,3.09,310,50n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,154,p2,83,p2,06:39.3,26,1012,61,2.06,300,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,156,p2,89,p2,06:39.5,25,1013,78,2.06,260,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,153,p2,80,p2,06:39.9,24,1013,83,2.06,290,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,155,p2,86,p2,06:40.2,23,1014,83,1.54,350,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,154,p2,83,p2,06:40.4,23,1014,83,1.54,320,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,154,p2,84,p2,06:40.7,22,1014,83,1.54,270,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,153,p2,81,p2,06:41.0,22,1014,83,1.54,290,04n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,151,p2,76,p2,06:41.3,22,1013,88,1.03,350,04n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,156,p2,88,p2,06:41.6,22,1013,88,1.54,360,04n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,160,p2,97,p2,06:44.2,21,1013,94,1.54,340,04n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,163,p2,104,p2,06:44.5,19,1013,94,1.54,340,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,171,p2,124,p2,06:44.8,18,1013,94,1.54,350,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,175,p2,134,p2,06:45.0,17,1014,94,1.54,330,50d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,163,p2,104,p2,06:45.3,19,1015,88,1.54,310,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,160,p2,97,p2,06:45.6,21,1016,88,2.06,350,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,140,p2,71,p2,06:45.9,24,1015,73,2.57,330,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,114,p2,57,p2,06:46.2,27,1015,54,3.6,340,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,99,p2,50,p2,06:46.4,29,1014,42,4.12,360,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,99,p2,50,p2,06:46.7,31,1012,19,3.26,291,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,102,p2,51,p2,06:46.9,30,1012,40,2.57,230,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,97,p2,49,p2,06:47.3,31,1012,37,4.12,220,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,105,p2,53,p2,06:47.6,31,1012,37,4.63,270,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,107,p2,54,p2,06:48.0,31,1012,37,3.6,280,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,150,p2,76,p2,06:48.3,28,1012,45,2.57,280,04n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,159,p2,95,p2,06:48.5,27,1012,44,2.57,200,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,159,p2,94,p2,06:48.8,25,1013,53,0,0,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,160,p2,98,p2,06:49.1,24,1014,69,1.03,240,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,156,p2,87,p2,06:49.3,24,1014,69,1.54,200,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,123,p2,62,p2,06:49.6,23,1014,73,1.54,260,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,111,p2,56,p2,06:49.9,22,1013,64,1.03,190,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,111,p2,56,p2,06:50.2,21,1013,68,0,0,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,110,p2,55,p2,06:50.5,19,1013,83,0,0,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,111,p2,56,p2,06:50.7,18,1012,94,0,0,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,113,p2,57,p2,06:53.3,18,1013,94,1.54,250,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,156,p2,88,p2,06:53.5,18,1012,94,0,0,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,158,p2,93,p2,06:53.8,17,1013,88,0,0,50d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,163,p2,105,p2,06:54.1,17,1014,88,1.54,20,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,142,p2,72,p2,06:54.3,17,1015,88,1.03,20,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,160,p2,97,p2,06:54.6,20,1015,73,3.6,30,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,152,p2,79,p2,06:55.0,24,1015,47,1.54,20,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,133,p2,67,p2,06:55.3,26,1015,57,3.09,40,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,120,p2,60,p2,06:58.9,29,1013,45,3.09,70,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,114,p2,58,p2,06:59.1,30,1012,40,3.6,270,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,92,p2,46,p2,06:59.4,31,1011,37,1.54,340,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,124,p2,62,p2,06:59.6,31,1011,37,4.63,280,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,130,p2,65,p2,06:59.9,28,1013,51,4.12,250,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,141,p2,71,p2,07:00.2,28,1013,51,4.12,250,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,157,p2,89,p2,07:00.5,26,1014,61,2.06,220,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,162,p2,101,p2,07:00.7,25,1014,69,1.03,240,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,152,p2,79,p2,07:01.0,24,1014,78,1.54,180,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,153,p2,81,p2,07:01.3,24,1014,78,1.54,220,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,150,p2,75,p2,07:01.5,24,1014,78,1.54,220,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,131,p2,66,p2,07:01.8,23,1014,83,1.54,180,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,132,p2,67,p2,07:02.1,22,1013,83,1.03,220,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,149,p2,75,p2,07:02.4,21,1013,88,1.54,190,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,142,p2,72,p2,07:02.7,20,1013,94,1.03,190,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,144,p2,73,p2,07:05.2,20,1013,94,1.03,190,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,149,p2,75,p2,07:05.5,19,1013,94,1.03,210,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,153,p2,81,p2,07:05.7,18,1014,94,2.57,80,50d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,184,p2,157,p2,07:06.0,20,1015,83,1.03,340,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,166,p2,113,p2,07:06.3,25,1016,42,2.54,62,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,139,p2,70,p2,07:06.6,27,1015,37,2.42,69,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,162,p2,103,p2,07:06.8,27,1015,37,2.42,69,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,98,p2,49,p2,07:07.1,29,1015,48,3.09,30,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,93,p2,46,p2,07:07.3,29,1015,48,3.09,30,01d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,123,p2,62,p2,07:07.6,30,1012,51,2.57,20,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,84,p2,40,p2,07:07.8,31,1012,51,3.09,180,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,88,p2,43,p2,07:08.1,32,1012,49,2.57,150,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,104,p2,52,p2,07:08.4,32,1012,49,2.57,150,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,135,p2,68,p2,07:08.6,27,1012,61,3.6,290,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,153,p2,80,p2,07:08.9,26,1013,69,1.03,310,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,161,p2,100,p2,07:09.2,25,1013,78,1.54,320,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,159,p2,95,p2,07:09.4,24,1014,83,0,0,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,161,p2,101,p2,07:09.7,24,1014,83,0,0,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,161,p2,101,p2,07:09.9,23,1014,94,1.03,340,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,167,p2,114,p2,07:10.2,22,1013,52,3.08,259,01n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,176,p2,136,p2,07:10.5,22,1014,88,1.03,330,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,177,p2,139,p2,07:10.7,22,1014,88,1.03,310,02n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,178,p2,141,p2,07:11.0,21,1014,94,1.03,300,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,171,p2,125,p2,07:11.2,21,1013,94,1.03,300,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,168,p2,118,p2,07:13.8,20,1012,94,1.03,300,03n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,165,p2,111,p2,07:14.1,19,1012,100,2.06,300,50n,,
Yangon,Yangon,Myanmar,16.80528,96.15611,168,p2,118,p2,07:14.3,19,1014,100,2.06,20,50d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,162,p2,103,p2,07:14.6,19,1014,100,1.03,30,50d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,174,p2,132,p2,07:14.8,20,1015,94,1.03,20,50d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,168,p2,116,p2,07:15.1,22,1015,83,1.54,40,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,155,p2,85,p2,07:15.5,23,1015,83,4.12,30,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,129,p2,65,p2,07:15.8,24,1015,83,3.6,30,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,108,p2,54,p2,07:16.2,29,1014,48,1.03,30,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,97,p2,49,p2,07:16.5,31,1012,48,1.03,20,04d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,86,p2,41,p2,07:16.8,31,1012,48,1.54,20,03d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,74,p2,33,p2,07:17.1,31,1012,48,1.03,20,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,76,p2,34,p2,07:17.4,30,1012,55,1.54,40,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,88,p2,43,p2,07:17.6,30,1012,55,1.54,40,02d,,
Yangon,Yangon,Myanmar,16.80528,96.15611,145,p2,73,p2,07:17.9,28,1013,65,1.54,360,50n,,
